번호,사고번호,발생일시,사상자수,사고유형,도로형태,가해운전자연령,가해운전자성별,피해자연령,피해자성별,위도,경도,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,기준일자
4126,2019030000000000.00 ,2019-03-03 11:00,1,차대차 - 측면충돌,교차로 - 교차로안,51세,여,64세,남,982558,1816042,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2019-03-03
4127,2019030000000000.00 ,2019-03-03 12:00,1,차대차 - 추돌,단일로 - 기타,30세,남,59세,남,982630,1816033,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2019-03-03
4128,2019030000000000.00 ,2019-03-03 16:00,1,차대차 - 추돌,교차로 - 교차로부근,38세,남,66세,남,979672,1808171,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2019-03-03
4129,2019030000000000.00 ,2019-03-04 12:00,2,차대차 - 측면충돌,단일로 - 기타,60세,남,58세,남,986279,1816782,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2019-03-04
4130,2019030000000000.00 ,2019-03-04 17:00,1,차대차 - 추돌,교차로 - 교차로안,52세,남,10세,남,985241,1818438,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-04
4131,2019030000000000.00 ,2019-03-05 08:00,1,차대차 - 측면충돌,교차로 - 교차로안,25세,여,45세,여,991432,1821403,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동,2019-03-05
4132,2019030000000000.00 ,2019-03-05 08:00,2,차대차 - 기타,단일로 - 기타,29세,여,39세,남,989039,1824350,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2019-03-05
4133,2019030000000000.00 ,2019-03-05 08:00,4,차대차 - 측면충돌,교차로 - 교차로안,70세,남,40세,남,984717,1817057,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-05
4134,2019030000000000.00 ,2019-03-05 09:00,1,차대차 - 기타,교차로 - 교차로안,18세,남,39세,여,988366,1819122,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,2019-03-05
4135,2019030000000000.00 ,2019-03-05 09:00,1,차대차 - 기타,단일로 - 기타,41세,남,24세,여,989137,1820479,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2019-03-05
4136,2019030000000000.00 ,2019-03-05 18:00,2,차대차 - 측면충돌,교차로 - 교차로안,29세,남,27세,여,989195,1819698,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,2019-03-05
4137,2019030000000000.00 ,2019-03-05 20:00,2,차대차 - 정면충돌,교차로 - 교차로부근,52세,남,49세,여,989863,1824930,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2019-03-05
4138,2019030000000000.00 ,2019-03-05 21:00,1,차대차 - 측면충돌,교차로 - 교차로횡단보도내,62세,여,57세,남,985790,1817377,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-05
4139,2019030000000000.00 ,2019-03-06 11:00,1,차대차 - 기타,단일로 - 기타,64세,남,24세,남,986415,1818163,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-06
4140,2019030000000000.00 ,2019-03-06 13:00,1,차대사람 - 기타,단일로 - 기타,48세,남,56세,여,983711,1811335,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2019-03-06
4141,2019030000000000.00 ,2019-03-06 14:00,1,차량단독 - 기타,단일로 - 기타,58세,남,기타불명,기타불명,984945,1817669,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-06
4142,2019030000000000.00 ,2019-03-06 15:00,1,차대차 - 추돌,교차로 - 교차로부근,62세,남,59세,여,990483,1819683,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2019-03-06
4143,2019030000000000.00 ,2019-03-06 22:00,1,차대차 - 측면충돌,교차로 - 교차로안,57세,남,48세,여,990005,1825558,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2019-03-06
4144,2019030000000000.00 ,2019-03-07 10:00,1,차대사람 - 기타,단일로 - 기타,22세,남,57세,남,986332,1817217,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-07
4145,2019030000000000.00 ,2019-03-07 16:00,2,차대차 - 기타,교차로 - 교차로안,48세,여,48세,남,985644,1816982,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-07
4146,2019030000000000.00 ,2019-03-07 18:00,1,차대차 - 기타,단일로 - 기타,63세,남,43세,남,984936,1817177,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-07
4147,2019030000000000.00 ,2019-03-07 18:00,2,차대차 - 측면충돌,기타 - 기타,56세,남,38세,여,985626,1818516,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-07
4148,2019030000000000.00 ,2019-03-07 23:00,2,차대차 - 추돌,교차로 - 교차로부근,43세,남,32세,남,984899,1817843,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-07
4149,2019030000000000.00 ,2019-03-08 00:00,1,차대차 - 추돌,단일로 - 기타,17세,남,기타불명,기타불명,988749,1821309,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2019-03-08
4150,2019030000000000.00 ,2019-03-08 00:00,2,차대차 - 추돌,교차로 - 교차로부근,32세,남,26세,남,984660,1817238,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-08
4151,2019030000000000.00 ,2019-03-08 06:00,1,차대차 - 측면충돌,교차로 - 교차로안,61세,여,61세,남,985771,1817379,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-08
4152,2019030000000000.00 ,2019-03-08 06:00,2,차대차 - 측면충돌,교차로 - 교차로안,65세,남,74세,남,982538,1818134,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-08
4153,2019030000000000.00 ,2019-03-08 09:00,1,차대차 - 기타,단일로 - 기타,55세,여,38세,남,986366,1816893,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2019-03-08
4154,2019030000000000.00 ,2019-03-08 17:00,1,차대차 - 기타,단일로 - 기타,66세,남,26세,여,984729,1817929,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-08
4155,2019030000000000.00 ,2019-03-08 17:00,1,차대사람 - 기타,교차로 - 교차로안,48세,여,43세,남,984128,1819018,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-08
4156,2019030000000000.00 ,2019-03-08 19:00,1,차대차 - 기타,교차로 - 교차로안,58세,여,22세,남,985661,1817001,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-08
4157,2019030000000000.00 ,2019-03-08 19:00,5,차대차 - 기타,교차로 - 교차로안,28세,남,30세,남,985950,1820699,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2019-03-08
4158,2019030000000000.00 ,2019-03-08 19:00,1,차대차 - 기타,교차로 - 교차로부근,51세,남,63세,남,989832,1826178,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2019-03-08
4159,2019030000000000.00 ,2019-03-08 20:00,1,차대차 - 기타,교차로 - 교차로부근,47세,남,52세,여,984307,1819960,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,2019-03-08
4160,2019030000000000.00 ,2019-03-09 03:00,1,차대차 - 기타,교차로 - 교차로부근,73세,남,47세,남,984162,1811282,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2019-03-09
4161,2019030000000000.00 ,2019-03-09 07:00,3,차대차 - 추돌,단일로 - 기타,56세,남,62세,남,984797,1817466,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-09
4162,2019030000000000.00 ,2019-03-09 13:00,2,차대차 - 추돌,교차로 - 교차로부근,32세,여,26세,여,984885,1817849,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-09
4163,2019030000000000.00 ,2019-03-09 17:00,1,차대차 - 기타,교차로 - 교차로안,67세,남,27세,남,985545,1817351,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-09
4164,2019030000000000.00 ,2019-03-09 19:00,1,차대차 - 기타,단일로 - 기타,61세,여,46세,남,985279,1818064,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-09
4165,2019030000000000.00 ,2019-03-10 00:00,1,차대사람 - 기타,단일로 - 기타,28세,남,21세,남,986543,1818313,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-10
4166,2019030000000000.00 ,2019-03-10 15:00,1,차대차 - 후진중충돌,교차로 - 교차로부근,32세,남,36세,남,986104,1817539,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-10
4167,2019030000000000.00 ,2019-03-10 23:00,1,차대차 - 측면충돌,교차로 - 교차로부근,24세,남,17세,남,985277,1814615,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2019-03-10
4168,2019030000000000.00 ,2019-03-11 08:00,2,차대차 - 측면충돌,교차로 - 교차로안,63세,남,54세,여,984920,1817842,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-11
4169,2019030000000000.00 ,2019-03-11 22:00,1,차량단독 - 기타,단일로 - 기타,38세,남,기타불명,기타불명,985467,1821395,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013200,하기동,2019-03-11
4170,2019030000000000.00 ,2019-03-11 23:00,1,차대차 - 추돌,단일로 - 기타,46세,남,55세,남,981463,1818093,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동,2019-03-11
4171,2019030000000000.00 ,2019-03-12 06:00,1,차대차 - 기타,교차로 - 교차로안,39세,남,43세,남,983118,1815750,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2019-03-12
4172,2019030000000000.00 ,2019-03-12 08:00,1,차대차 - 기타,단일로 - 기타,43세,남,40세,여,984720,1818812,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-12
4173,2019030000000000.00 ,2019-03-12 08:00,1,차대차 - 기타,교차로 - 교차로부근,35세,남,45세,여,984427,1818066,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-12
4174,2019030000000000.00 ,2019-03-12 10:00,1,차량단독 - 기타,단일로 - 기타,54세,남,기타불명,기타불명,983280,1821603,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2019-03-12
4175,2019030000000000.00 ,2019-03-12 11:00,2,차대차 - 추돌,단일로 - 기타,56세,남,27세,남,985719,1817236,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-12
4176,2019030000000000.00 ,2019-03-12 12:00,1,차량단독 - 주/정차차량 충돌,기타 - 기타,53세,여,기타불명,기타불명,985608,1816542,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2019-03-12
4177,2019030000000000.00 ,2019-03-12 16:00,1,차대차 - 기타,주차장 - 주차장,38세,여,41세,여,986097,1817046,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2019-03-12
4178,2019030000000000.00 ,2019-03-12 17:00,1,차대차 - 추돌,단일로 - 기타,35세,여,36세,남,984884,1817783,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-12
4179,2019030000000000.00 ,2019-03-12 20:00,1,차대차 - 측면충돌,교차로 - 교차로부근,28세,남,50세,여,985666,1816499,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2019-03-12
4180,2019030000000000.00 ,2019-03-12 22:00,2,차대차 - 기타,교차로 - 교차로안,55세,여,73세,남,982550,1818132,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-12
4181,2019030000000000.00 ,2019-03-13 05:00,1,차대차 - 기타,교차로 - 교차로안,60세,남,61세,여,982900,1821504,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2019-03-13
4182,2019030000000000.00 ,2019-03-13 08:00,1,차대사람 - 기타,단일로 - 기타,21세,남,41세,남,990529,1825024,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2019-03-13
4183,2019030000000000.00 ,2019-03-13 09:00,1,차대차 - 측면충돌,교차로 - 교차로안,41세,남,51세,여,985567,1816146,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2019-03-13
4184,2019030000000000.00 ,2019-03-13 13:00,1,차대차 - 추돌,단일로 - 기타,38세,여,27세,남,984475,1819268,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-13
4185,2019030000000000.00 ,2019-03-13 14:00,1,차대차 - 측면충돌,교차로 - 교차로안,60세,여,59세,남,986197,1817242,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-13
4186,2019030000000000.00 ,2019-03-13 15:00,1,차대차 - 측면충돌,교차로 - 교차로부근,46세,여,38세,여,983813,1820122,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2019-03-13
4187,2019030000000000.00 ,2019-03-13 16:00,4,차대차 - 추돌,단일로 - 기타,58세,남,22세,여,984836,1817615,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-13
4188,2019030000000000.00 ,2019-03-13 16:00,3,차대차 - 측면충돌,교차로 - 교차로안,44세,남,29세,여,983662,1818859,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-13
4189,2019030000000000.00 ,2019-03-13 19:00,1,차대차 - 기타,교차로 - 교차로안,51세,여,60세,남,985527,1817338,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-13
4190,2019030000000000.00 ,2019-03-13 19:00,1,차대차 - 측면충돌,단일로 - 기타,28세,남,23세,남,984837,1818827,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-13
4191,2019030000000000.00 ,2019-03-13 20:00,2,차대차 - 추돌,단일로 - 기타,54세,남,28세,남,985852,1818395,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-13
4192,2019030000000000.00 ,2019-03-14 03:00,1,차대차 - 기타,교차로 - 교차로안,71세,남,66세,남,986318,1816808,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2019-03-14
4193,2019030000000000.00 ,2019-03-14 07:00,2,차대차 - 기타,교차로 - 교차로안,66세,남,30세,여,984803,1817311,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-14
4194,2019030000000000.00 ,2019-03-14 17:00,1,차대차 - 측면충돌,교차로 - 교차로안,29세,여,48세,남,988849,1823484,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2019-03-14
4195,2019030000000000.00 ,2019-03-14 19:00,2,차대차 - 기타,교차로 - 교차로안,62세,남,51세,남,989189,1819685,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,2019-03-14
4196,2019030000000000.00 ,2019-03-14 21:00,2,차대차 - 측면충돌,교차로 - 교차로부근,52세,남,58세,남,983968,1811405,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2019-03-14
4197,2019030000000000.00 ,2019-03-15 01:00,1,차대사람 - 횡단중,교차로 - 교차로안,23세,남,49세,남,985803,1817535,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-15
4198,2019030000000000.00 ,2019-03-15 02:00,1,차량단독 - 공작물충돌,교차로 - 교차로안,23세,남,기타불명,기타불명,984524,1818794,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-15
4199,2019030000000000.00 ,2019-03-15 06:00,1,차대차 - 추돌,교차로 - 교차로부근,63세,남,61세,남,991776,1823908,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014300,탑립동,2019-03-15
4200,2019030000000000.00 ,2019-03-15 15:00,1,차대차 - 추돌,단일로 - 기타,61세,남,32세,남,985484,1818007,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-15
4201,2019030000000000.00 ,2019-03-15 19:00,1,차대차 - 추돌,단일로 - 기타,72세,여,31세,남,982650,1809426,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2019-03-15
4202,2019030000000000.00 ,2019-03-15 19:00,1,차대사람 - 기타,단일로 - 기타,33세,남,72세,남,985423,1817512,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-15
4203,2019030000000000.00 ,2019-03-15 20:00,1,차대차 - 기타,교차로 - 교차로안,27세,남,57세,남,985210,1818680,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-15
4204,2019030000000000.00 ,2019-03-15 21:00,2,차대차 - 측면충돌,교차로 - 교차로안,49세,남,29세,남,985962,1818014,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-15
4205,2019030000000000.00 ,2019-03-15 22:00,1,차대차 - 측면충돌,교차로 - 교차로안,56세,여,38세,여,984082,1811414,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2019-03-15
4206,2019030000000000.00 ,2019-03-15 23:00,1,차대차 - 추돌,단일로 - 교량,40세,남,45세,남,982942,1818828,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-15
4207,2019030000000000.00 ,2019-03-16 02:00,2,차대차 - 측면충돌,교차로 - 교차로안,28세,남,63세,남,983890,1818893,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-16
4208,2019030000000000.00 ,2019-03-16 05:00,2,차대차 - 측면충돌,교차로 - 교차로안,26세,남,63세,남,984484,1818844,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-16
4209,2019030000000000.00 ,2019-03-16 13:00,1,차대차 - 추돌,단일로 - 기타,60세,남,57세,여,984883,1817743,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-16
4210,2019030000000000.00 ,2019-03-16 14:00,3,차대차 - 측면충돌,단일로 - 기타,57세,여,39세,여,984788,1817879,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-16
4211,2019030000000000.00 ,2019-03-16 19:00,1,차대사람 - 횡단중,단일로 - 기타,64세,남,72세,남,985100,1817841,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-16
4212,2019030000000000.00 ,2019-03-17 08:00,1,차량단독 - 기타,단일로 - 기타,63세,남,기타불명,기타불명,985899,1817836,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-17
4213,2019030000000000.00 ,2019-03-17 12:00,2,차대차 - 기타,단일로 - 기타,55세,여,34세,남,986389,1815872,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2019-03-17
4214,2019030000000000.00 ,2019-03-17 14:00,2,차대차 - 추돌,단일로 - 기타,53세,남,68세,여,980973,1807803,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2019-03-17
4215,2019030000000000.00 ,2019-03-17 14:00,1,차대차 - 기타,교차로 - 교차로안,49세,여,35세,여,985670,1816799,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2019-03-17
4216,2019030000000000.00 ,2019-03-17 22:00,1,차대차 - 측면충돌,단일로 - 기타,39세,남,46세,남,986208,1817952,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-17
4217,2019030000000000.00 ,2019-03-18 08:00,2,차대차 - 측면충돌,교차로 - 교차로안,49세,남,58세,여,985596,1817589,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-18
4218,2019030000000000.00 ,2019-03-18 11:00,1,차대차 - 추돌,단일로 - 기타,61세,남,42세,여,983254,1821837,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2019-03-18
4219,2019030000000000.00 ,2019-03-18 16:00,2,차대차 - 기타,단일로 - 기타,43세,여,33세,남,985945,1820826,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2019-03-18
4220,2019030000000000.00 ,2019-03-18 19:00,1,차대차 - 기타,단일로 - 지하차도(도로)내,47세,여,40세,여,985894,1818381,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-18
4221,2019030000000000.00 ,2019-03-19 00:00,1,차대차 - 기타,단일로 - 기타,25세,남,43세,남,982566,1818214,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-19
4222,2019030000000000.00 ,2019-03-19 10:00,2,차대차 - 추돌,교차로 - 교차로부근,79세,남,72세,남,989195,1819698,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,2019-03-19
4223,2019030000000000.00 ,2019-03-19 16:00,1,차대차 - 추돌,단일로 - 기타,58세,여,44세,여,985479,1818845,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동,2019-03-19
4224,2019030000000000.00 ,2019-03-20 11:00,1,차대사람 - 기타,교차로 - 교차로부근,59세,남,61세,여,986554,1818380,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-20
4225,2019030000000000.00 ,2019-03-20 11:00,1,차대차 - 추돌,교차로 - 교차로부근,33세,여,45세,남,986933,1820881,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2019-03-20
4226,2019030000000000.00 ,2019-03-20 12:00,1,차대사람 - 기타,교차로 - 교차로부근,44세,남,58세,남,985228,1817566,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-20
4227,2019030000000000.00 ,2019-03-20 12:00,1,차대차 - 추돌,교차로 - 교차로부근,63세,남,44세,남,985930,1817540,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-20
4228,2019030000000000.00 ,2019-03-20 13:00,1,차대차 - 기타,교차로 - 교차로안,58세,남,39세,남,984856,1817668,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-20
4229,2019030000000000.00 ,2019-03-20 14:00,1,차대사람 - 기타,단일로 - 기타,27세,남,72세,여,989785,1826421,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2019-03-20
4230,2019030000000000.00 ,2019-03-20 16:00,1,차대차 - 측면충돌,교차로 - 교차로안,34세,남,32세,남,985766,1816251,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2019-03-20
4231,2019030000000000.00 ,2019-03-20 17:00,2,차대차 - 기타,교차로 - 교차로부근,56세,남,41세,여,983719,1821089,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2019-03-20
4232,2019030000000000.00 ,2019-03-20 20:00,1,차대차 - 기타,교차로 - 교차로안,39세,남,65세,남,983673,1818837,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2019-03-20
4233,2019030000000000.00 ,2019-03-20 22:00,2,차대차 - 기타,교차로 - 교차로안,58세,남,58세,남,985780,1817361,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-20
4234,2019030000000000.00 ,2019-03-21 02:00,2,차대차 - 기타,단일로 - 기타,41세,남,55세,남,981800,1824982,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,2019-03-21
4235,2019030000000000.00 ,2019-03-21 07:00,1,차대차 - 기타,교차로 - 교차로안,45세,남,54세,여,983877,1821197,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,2019-03-21
4236,2019030000000000.00 ,2019-03-21 09:00,1,차대차 - 기타,단일로 - 기타,32세,여,52세,여,983091,1822123,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2019-03-21
4237,2019030000000000.00 ,2019-03-21 12:00,1,차대차 - 측면충돌,단일로 - 기타,50세,남,45세,여,983449,1811544,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2019-03-21
4238,2019030000000000.00 ,2019-03-21 13:00,2,차대차 - 측면충돌,교차로 - 교차로안,56세,여,29세,남,991327,1823014,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2019-03-21
4239,2019030000000000.00 ,2019-03-22 02:00,1,차대차 - 기타,교차로 - 교차로안,53세,남,62세,남,986062,1818280,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-22
4240,2019030000000000.00 ,2019-03-22 08:00,1,차대차 - 기타,단일로 - 기타,28세,여,45세,남,986006,1818171,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2019-03-22
4241,2019030000000000.00 ,2019-03-22 17:00,2,차대차 - 측면충돌,단일로 - 기타,51세,남,38세,남,985473,1814983,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2019-03-22
4242,2019030000000000.00 ,2019-03-22 19:00,1,차대차 - 측면충돌,단일로 - 기타,38세,여,61세,남,989096,1820458,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2019-03-22
4243,2019030000000000.00 ,2019-03-22 19:00,2,차대차 - 측면충돌,교차로 - 교차로안,29세,남,29세,여,981900,1816781,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,2019-03-22
4244,2019030000000000.00 ,2019-03-22 23:00,2,차대차 - 측면충돌,교차로 - 교차로부근,26세,남,56세,남,985674,1816858,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-22
4245,2019030000000000.00 ,2019-03-23 12:00,4,차대차 - 기타,교차로 - 교차로안,66세,남,34세,남,984445,1816898,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2019-03-23
4246,2019030000000000.00 ,2019-03-23 12:00,1,차대차 - 기타,단일로 - 기타,34세,남,61세,남,986103,1817986,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2019-03-23
4247,2019030000000000.00 ,2019-03-23 13:00,1,차대사람 - 보도통행중,단일로 - 기타,44세,남,8세,남,989795,1826407,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2019-03-23
4248,2019030000000000.00 ,2019-03-24 03:00,1,차대차 - 추돌,교차로 - 교차로부근,28세,남,62세,남,985400,1818253,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-24
4249,2019030000000000.00 ,2019-03-24 09:00,1,차대차 - 측면충돌,단일로 - 기타,45세,여,60세,남,985273,1818117,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2019-03-24
