번호,사고번호,발생일시,사상자수,사고유형,도로형태,가해운전자연령,가해운전자성별,피해자연령,피해자성별,위도,경도,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,기준일자
1,2017010000000000.00 ,2017-01-01 17:00,1,차대사람 - 횡단중,교차로 - 교차로안,80세,남,8세,남,984157,1819127,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-01-01
2,2017010000000000.00 ,2017-01-01 20:00,1,차대차 - 추돌,단일로 - 기타,31세,여,55세,여,986366,1816944,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2017-01-01
3,2017010000000000.00 ,2017-01-02 11:00,1,차대차 - 추돌,단일로 - 기타,45세,남,33세,여,989065,1824436,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-02
4,2017010000000000.00 ,2017-01-02 14:00,1,차대차 - 기타,교차로 - 교차로안,24세,남,61세,여,983228,1821700,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-01-02
5,2017010000000000.00 ,2017-01-02 19:00,2,차대차 - 추돌,단일로 - 기타,31세,여,40세,남,989027,1823670,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2017-01-02
6,2017010000000000.00 ,2017-01-02 22:00,1,차대차 - 기타,단일로 - 기타,50세,남,35세,남,986160,1817758,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-02
7,2017010000000000.00 ,2017-01-02 22:00,2,차대차 - 추돌,교차로 - 교차로부근,43세,남,54세,여,986225,1820780,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2017-01-02
8,2017010000000000.00 ,2017-01-03 07:00,1,차대차 - 추돌,단일로 - 기타,52세,남,51세,여,982563,1818231,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-03
9,2017010000000000.00 ,2017-01-03 14:00,1,차대차 - 측면충돌,교차로 - 교차로안,49세,여,47세,남,985666,1817001,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-03
10,2017010000000000.00 ,2017-01-03 17:00,1,차대차 - 기타,교차로 - 교차로부근,61세,여,55세,남,984309,1819941,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,2017-01-03
11,2017010000000000.00 ,2017-01-03 18:00,1,차대사람 - 기타,단일로 - 기타,56세,남,46세,남,991268,1822439,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2017-01-03
12,2017010000000000.00 ,2017-01-03 22:00,1,차대사람 - 횡단중,단일로 - 기타,42세,남,28세,여,986685,1817866,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-03
13,2017010000000000.00 ,2017-01-04 15:00,1,차대사람 - 기타,단일로 - 기타,50세,남,1세,남,990841,1822583,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2017-01-04
14,2017010000000000.00 ,2017-01-04 18:00,1,차대사람 - 횡단중,단일로 - 기타,43세,남,37세,남,983873,1819733,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,2017-01-04
15,2017010000000000.00 ,2017-01-05 00:00,1,차대사람 - 횡단중,단일로 - 기타,43세,남,53세,남,985895,1817438,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-05
16,2017010000000000.00 ,2017-01-05 02:00,3,차대차 - 측면충돌,교차로 - 교차로안,54세,남,63세,남,984056,1811398,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2017-01-05
17,2017010000000000.00 ,2017-01-05 07:00,1,차대사람 - 횡단중,교차로 - 교차로안,52세,여,56세,남,985088,1817616,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-05
18,2017010000000000.00 ,2017-01-05 07:00,1,차대차 - 추돌,기타 - 기타,42세,남,49세,남,983888,1818690,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-01-05
19,2017010000000000.00 ,2017-01-05 12:00,7,차대차 - 기타,단일로 - 기타,72세,남,33세,남,985460,1818494,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-05
20,2017010000000000.00 ,2017-01-05 20:00,1,차대차 - 추돌,단일로 - 기타,46세,남,49세,여,989061,1824141,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2017-01-05
21,2017010000000000.00 ,2017-01-06 10:00,1,차대사람 - 횡단중,교차로 - 교차로부근,60세,남,13세,여,991457,1822451,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2017-01-06
22,2017010000000000.00 ,2017-01-06 13:00,2,차대차 - 측면충돌,교차로 - 교차로안,47세,남,66세,남,991669,1824985,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,2017-01-06
23,2017010000000000.00 ,2017-01-06 16:00,6,차대차 - 추돌,단일로 - 기타,51세,남,46세,남,989052,1824329,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2017-01-06
24,2017010000000000.00 ,2017-01-06 17:00,2,차대차 - 기타,교차로 - 교차로안,57세,남,30세,남,985070,1817355,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-06
25,2017010000000000.00 ,2017-01-07 03:00,1,차대차 - 추돌,단일로 - 기타,50세,남,30세,남,983122,1822063,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-01-07
26,2017010000000000.00 ,2017-01-07 11:00,2,차대차 - 측면충돌,교차로 - 교차로안,30세,남,31세,남,984061,1811394,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2017-01-07
27,2017010000000000.00 ,2017-01-07 20:00,1,차대사람 - 길가장자리구역통행중,단일로 - 기타,48세,남,19세,남,985248,1817404,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-07
28,2017010000000000.00 ,2017-01-07 21:00,1,차대차 - 추돌,교차로 - 교차로부근,72세,남,50세,남,986711,1817644,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-07
29,2017010000000000.00 ,2017-01-07 21:00,1,차대사람 - 기타,단일로 - 기타,28세,남,39세,남,986583,1821094,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2017-01-07
30,2017010000000000.00 ,2017-01-07 23:00,1,차대차 - 추돌,단일로 - 기타,55세,남,47세,남,986085,1816053,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2017-01-07
31,2017010000000000.00 ,2017-01-08 07:00,2,차대차 - 추돌,단일로 - 기타,29세,남,52세,남,983521,1818007,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-08
32,2017010000000000.00 ,2017-01-08 10:00,1,차대차 - 측면충돌,단일로 - 기타,60세,남,19세,남,984400,1820151,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동,2017-01-08
33,2017010000000000.00 ,2017-01-08 14:00,1,차대차 - 추돌,단일로 - 기타,26세,남,32세,남,983694,1815677,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011600,복용동,2017-01-08
34,2017010000000000.00 ,2017-01-08 14:00,1,차대사람 - 횡단중,단일로 - 기타,미분류,기타불명,61세,남,986053,1817561,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-08
35,2017010000000000.00 ,2017-01-08 21:00,1,차대차 - 측면충돌,단일로 - 기타,26세,남,32세,남,986509,1817788,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-08
36,2017010000000000.00 ,2017-01-09 13:00,1,차대차 - 추돌,단일로 - 기타,56세,여,52세,여,989950,1826034,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-09
37,2017010000000000.00 ,2017-01-09 14:00,1,차대차 - 측면충돌,교차로 - 교차로안,25세,남,33세,여,987228,1818295,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,2017-01-09
38,2017010000000000.00 ,2017-01-09 20:00,3,차대차 - 측면충돌,교차로 - 교차로안,57세,남,30세,남,989105,1821245,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2017-01-09
39,2017010000000000.00 ,2017-01-09 23:00,2,차대차 - 측면충돌,교차로 - 교차로안,18세,남,58세,남,986338,1814990,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2017-01-09
40,2017010000000000.00 ,2017-01-10 09:00,1,차대차 - 기타,단일로 - 기타,33세,여,53세,여,984967,1817390,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-10
41,2017010000000000.00 ,2017-01-10 10:00,1,차대사람 - 횡단중,단일로 - 기타,55세,남,80세,여,986850,1818013,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-10
42,2017010000000000.00 ,2017-01-10 10:00,1,차대차 - 추돌,단일로 - 기타,37세,남,46세,남,990480,1825421,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-10
43,2017010000000000.00 ,2017-01-10 11:00,1,차대사람 - 횡단중,교차로 - 교차로부근,72세,남,20세,여,985071,1817356,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-10
44,2017010000000000.00 ,2017-01-10 17:00,1,차대차 - 측면충돌,교차로 - 교차로안,55세,남,60세,여,984053,1821151,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,2017-01-10
45,2017010000000000.00 ,2017-01-10 20:00,1,차대차 - 기타,단일로 - 기타,미분류,기타불명,17세,남,989723,1824981,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-10
46,2017010000000000.00 ,2017-01-10 21:00,1,차대사람 - 횡단중,단일로 - 기타,65세,남,39세,남,989757,1825671,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-01-10
47,2017010000000000.00 ,2017-01-11 15:00,1,차대차 - 측면충돌,교차로 - 교차로횡단보도내,78세,남,57세,남,985060,1817107,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-11
48,2017010000000000.00 ,2017-01-11 16:00,1,차대차 - 측면충돌,교차로 - 교차로안,49세,남,55세,남,986268,1816203,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2017-01-11
49,2017010000000000.00 ,2017-01-11 19:00,1,차량단독 - 기타,교차로 - 교차로부근,69세,남,기타불명,기타불명,984515,1817080,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-11
50,2017010000000000.00 ,2017-01-11 22:00,1,차대차 - 추돌,교차로 - 교차로부근,41세,남,48세,남,983881,1816030,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011600,복용동,2017-01-11
51,2017010000000000.00 ,2017-01-12 07:00,1,차대사람 - 횡단중,교차로 - 교차로안,34세,남,30세,남,983360,1821623,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-01-12
52,2017010000000000.00 ,2017-01-12 07:00,1,차대차 - 측면충돌,교차로 - 교차로안,57세,남,35세,남,984509,1818576,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-12
53,2017010000000000.00 ,2017-01-12 10:00,1,차대차 - 추돌,단일로 - 기타,62세,여,42세,남,984842,1817895,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-12
54,2017010000000000.00 ,2017-01-12 12:00,1,차대사람 - 횡단중,단일로 - 기타,46세,남,9세,남,983776,1810953,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2017-01-12
55,2017010000000000.00 ,2017-01-12 15:00,3,차대차 - 추돌,단일로 - 기타,31세,남,58세,여,983119,1822075,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-01-12
56,2017010000000000.00 ,2017-01-12 18:00,1,차대차 - 기타,단일로 - 기타,29세,여,31세,여,985678,1818485,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-12
57,2017010000000000.00 ,2017-01-12 22:00,1,차대차 - 측면충돌,교차로 - 교차로부근,63세,남,47세,여,982488,1819724,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2017-01-12
58,2017010000000000.00 ,2017-01-12 23:00,3,차대차 - 추돌,단일로 - 기타,26세,남,40세,남,985668,1816580,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2017-01-12
59,2017010000000000.00 ,2017-01-13 00:00,4,차대차 - 측면충돌,교차로 - 교차로안,34세,남,66세,남,990011,1825557,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-13
60,2017010000000000.00 ,2017-01-13 01:00,2,차대차 - 추돌,교차로 - 교차로부근,29세,남,57세,남,989108,1820941,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2017-01-13
61,2017010000000000.00 ,2017-01-13 06:00,1,차대사람 - 횡단중,교차로 - 교차로횡단보도내,78세,남,75세,여,983904,1820839,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,2017-01-13
62,2017010000000000.00 ,2017-01-13 08:00,1,차대차 - 측면충돌,교차로 - 교차로안,33세,남,28세,여,990985,1821419,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동,2017-01-13
63,2017010000000000.00 ,2017-01-13 10:00,2,차대차 - 측면충돌,교차로 - 교차로안,68세,남,72세,남,991283,1825556,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,2017-01-13
64,2017010000000000.00 ,2017-01-13 12:00,2,차대차 - 측면충돌,단일로 - 기타,28세,여,24세,여,990200,1825180,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-13
65,2017010000000000.00 ,2017-01-13 14:00,3,차대차 - 측면충돌,교차로 - 교차로안,40세,남,64세,남,984157,1818839,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-01-13
66,2017010000000000.00 ,2017-01-13 16:00,1,차대차 - 추돌,교차로 - 교차로부근,65세,남,50세,여,985068,1817974,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-13
67,2017010000000000.00 ,2017-01-13 18:00,1,차대차 - 추돌,단일로 - 지하차도(도로)내,28세,남,49세,여,985529,1816800,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2017-01-13
68,2017010000000000.00 ,2017-01-13 20:00,1,차대사람 - 횡단중,단일로 - 기타,미분류,기타불명,22세,여,985453,1815953,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2017-01-13
69,2017010000000000.00 ,2017-01-14 05:00,1,차대차 - 측면충돌,교차로 - 교차로안,62세,남,28세,남,990030,1826293,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,2017-01-14
70,2017010000000000.00 ,2017-01-14 10:00,1,차대차 - 기타,교차로 - 교차로안,29세,남,34세,남,991183,1825390,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,2017-01-14
71,2017010000000000.00 ,2017-01-14 12:00,1,차대차 - 기타,단일로 - 기타,50세,남,50세,남,984876,1817754,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-14
72,2017010000000000.00 ,2017-01-14 13:00,1,차대차 - 기타,단일로 - 기타,66세,남,62세,남,984757,1818818,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-14
73,2017010000000000.00 ,2017-01-14 14:00,3,차대차 - 측면충돌,교차로 - 교차로안,40세,여,44세,여,983438,1818690,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2017-01-14
74,2017010000000000.00 ,2017-01-14 15:00,1,차대차 - 기타,단일로 - 기타,34세,남,21세,남,986026,1818340,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2017-01-14
75,2017010000000000.00 ,2017-01-14 16:00,3,차대차 - 기타,단일로 - 기타,56세,남,29세,남,985893,1818372,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2017-01-14
76,2017010000000000.00 ,2017-01-14 18:00,1,차대차 - 추돌,단일로 - 기타,34세,여,33세,여,984995,1817913,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-14
77,2017010000000000.00 ,2017-01-14 20:00,1,차대차 - 측면충돌,교차로 - 교차로안,54세,여,54세,남,989209,1819697,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2017-01-14
78,2017010000000000.00 ,2017-01-14 23:00,3,차대차 - 기타,교차로 - 교차로부근,57세,남,43세,남,986573,1821822,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013400,자운동,2017-01-14
79,2017010000000000.00 ,2017-01-14 23:00,1,차대차 - 기타,단일로 - 기타,49세,남,32세,남,981894,1816814,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,2017-01-14
80,2017010000000000.00 ,2017-01-15 11:00,1,차대차 - 측면충돌,단일로 - 기타,51세,남,30세,남,986452,1817923,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-15
81,2017010000000000.00 ,2017-01-15 14:00,1,차대차 - 기타,교차로 - 교차로안,49세,여,40세,남,990058,1825252,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-15
82,2017010000000000.00 ,2017-01-15 15:00,1,차대사람 - 횡단중,교차로 - 교차로안,52세,남,78세,여,983382,1821096,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2017-01-15
83,2017010000000000.00 ,2017-01-15 17:00,1,차대차 - 기타,교차로 - 교차로안,45세,여,49세,남,986019,1817560,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-15
84,2017010000000000.00 ,2017-01-16 06:00,3,차대차 - 기타,교차로 - 교차로안,54세,남,48세,남,985318,1820021,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동,2017-01-16
85,2017010000000000.00 ,2017-01-16 07:00,2,차대차 - 추돌,교차로 - 교차로부근,56세,남,35세,남,985911,1823932,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013500,신봉동,2017-01-16
86,2017010000000000.00 ,2017-01-16 13:00,2,차대차 - 측면충돌,교차로 - 교차로안,32세,남,48세,여,986458,1817461,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-16
87,2017010000000000.00 ,2017-01-16 14:00,1,차대사람 - 기타,단일로 - 기타,52세,여,27세,남,982669,1809434,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2017-01-16
88,2017010000000000.00 ,2017-01-16 20:00,1,차대차 - 측면충돌,단일로 - 기타,62세,여,25세,남,985276,1816820,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2017-01-16
89,2017010000000000.00 ,2017-01-16 20:00,1,차대차 - 측면충돌,교차로 - 교차로안,55세,남,12세,남,991447,1822452,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2017-01-16
90,2017010000000000.00 ,2017-01-16 20:00,1,차대차 - 기타,교차로 - 교차로안,34세,여,44세,남,983700,1820908,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2017-01-16
91,2017010000000000.00 ,2017-01-17 11:00,2,차대차 - 추돌,단일로 - 교량,45세,남,28세,남,982668,1809434,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2017-01-17
92,2017010000000000.00 ,2017-01-17 18:00,1,차량단독 - 기타,교차로 - 교차로부근,55세,남,기타불명,기타불명,985663,1816981,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-17
93,2017010000000000.00 ,2017-01-18 08:00,2,차대차 - 측면충돌,교차로 - 교차로안,57세,여,38세,남,990578,1824985,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-18
94,2017010000000000.00 ,2017-01-18 12:00,1,차대사람 - 횡단중,주차장 - 주차장,56세,남,32세,남,986922,1817875,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-18
95,2017010000000000.00 ,2017-01-18 13:00,1,차대차 - 추돌,단일로 - 기타,59세,남,37세,여,985331,1817471,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-18
96,2017010000000000.00 ,2017-01-18 15:00,1,차대차 - 기타,단일로 - 기타,41세,남,47세,여,991623,1820328,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014200,원촌동,2017-01-18
97,2017010000000000.00 ,2017-01-18 20:00,1,차대차 - 기타,교차로 - 교차로안,미분류,기타불명,19세,남,983313,1821141,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2017-01-18
98,2017010000000000.00 ,2017-01-19 12:00,1,차대차 - 측면충돌,단일로 - 기타,46세,여,60세,남,985954,1817532,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-19
99,2017010000000000.00 ,2017-01-19 14:00,1,차대사람 - 길가장자리구역통행중,단일로 - 기타,27세,여,64세,남,985407,1817467,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-19
100,2017010000000000.00 ,2017-01-19 17:00,2,차대차 - 기타,교차로 - 교차로안,66세,남,35세,남,984884,1817695,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2017-01-19
101,2017010000000000.00 ,2017-01-19 18:00,5,차대차 - 측면충돌,단일로 - 기타,52세,여,37세,남,986822,1818037,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-19
102,2017010000000000.00 ,2017-01-19 20:00,1,차대차 - 측면충돌,단일로 - 기타,68세,남,37세,남,985795,1817431,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-19
103,2017010000000000.00 ,2017-01-19 21:00,2,차대차 - 측면충돌,교차로 - 교차로안,49세,남,34세,남,991475,1821385,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동,2017-01-19
104,2017010000000000.00 ,2017-01-19 23:00,1,차대차 - 기타,단일로 - 기타,52세,남,58세,남,983799,1819715,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,2017-01-19
105,2017010000000000.00 ,2017-01-20 06:00,4,차량단독 - 공작물충돌,단일로 - 기타,44세,남,기타불명,기타불명,988059,1829875,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020015200,둔곡동,2017-01-20
106,2017010000000000.00 ,2017-01-20 07:00,2,차대차 - 측면충돌,단일로 - 기타,52세,남,41세,여,989596,1825215,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-01-20
107,2017010000000000.00 ,2017-01-20 07:00,1,차대차 - 추돌,단일로 - 기타,42세,여,34세,남,983577,1821032,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2017-01-20
108,2017010000000000.00 ,2017-01-20 15:00,1,차대차 - 측면충돌,기타 - 기타,61세,남,27세,남,989454,1826333,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-01-20
109,2017010000000000.00 ,2017-01-21 03:00,1,차대사람 - 길가장자리구역통행중,단일로 - 기타,21세,남,19세,여,986552,1818196,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2017-01-21
110,2017010000000000.00 ,2017-01-21 09:00,1,차대차 - 측면충돌,교차로 - 교차로안,25세,여,57세,여,983612,1814007,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2017-01-21
111,2017010000000000.00 ,2017-01-21 12:00,3,차대차 - 측면충돌,교차로 - 교차로안,64세,남,51세,남,985473,1818551,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-21
112,2017010000000000.00 ,2017-01-21 20:00,1,차대차 - 추돌,단일로 - 기타,42세,남,27세,여,985477,1815131,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2017-01-21
113,2017010000000000.00 ,2017-01-21 21:00,1,차대차 - 정면충돌,단일로 - 기타,54세,남,42세,여,981515,1808271,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2017-01-21
114,2017010000000000.00 ,2017-01-21 23:00,1,차대차 - 추돌,단일로 - 기타,44세,여,55세,남,986614,1817105,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2017-01-21
115,2017010000000000.00 ,2017-01-22 00:00,1,차대차 - 측면충돌,교차로 - 교차로안,34세,남,48세,남,986047,1817373,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-22
116,2017010000000000.00 ,2017-01-22 06:00,1,차대차 - 추돌,단일로 - 기타,26세,남,52세,남,985653,1816964,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-22
117,2017010000000000.00 ,2017-01-22 08:00,2,차대차 - 측면충돌,교차로 - 교차로안,24세,남,57세,남,986365,1817164,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-22
118,2017010000000000.00 ,2017-01-22 21:00,2,차대차 - 측면충돌,교차로 - 교차로안,38세,여,29세,남,985674,1816820,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-22
119,2017010000000000.00 ,2017-01-23 05:00,1,차대차 - 측면충돌,단일로 - 기타,32세,남,47세,남,983206,1821961,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2017-01-23
120,2017010000000000.00 ,2017-01-23 09:00,1,차대차 - 기타,교차로 - 교차로안,64세,남,25세,여,985601,1817935,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-23
121,2017010000000000.00 ,2017-01-23 17:00,1,차대차 - 추돌,교차로 - 교차로부근,62세,남,29세,여,989781,1825651,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2017-01-23
122,2017010000000000.00 ,2017-01-23 19:00,1,차대차 - 기타,단일로 - 기타,57세,남,68세,남,989922,1824910,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2017-01-23
123,2017010000000000.00 ,2017-01-23 22:00,1,차대차 - 추돌,단일로 - 기타,34세,남,34세,남,984794,1818843,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2017-01-23
124,2017010000000000.00 ,2017-01-24 08:00,1,차대차 - 추돌,교차로 - 교차로부근,52세,남,54세,남,984062,1811400,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2017-01-24
125,2017010000000000.00 ,2017-01-24 12:00,1,차대차 - 정면충돌,교차로 - 교차로안,37세,남,14세,남,985625,1817704,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2017-01-24
